,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,State,Rape
20,St. James,59.0,2.0,0.0,57.0,371.0,124.0,226.0,21.0,1.0,louisiana,0.0
21,St. John the Baptist,93.0,10.0,0.0,81.0,965.0,175.0,755.0,35.0,1.0,louisiana,2.0
22,St. Martin,156.0,3.0,8.0,124.0,627.0,153.0,417.0,57.0,0.0,louisiana,21.0
23,St. Tammany,259.0,8.0,13.0,206.0,1485.0,286.0,1076.0,123.0,3.0,louisiana,32.0
24,Tangipahoa,688.0,10.0,78.0,564.0,2350.0,647.0,1463.0,240.0,8.0,louisiana,36.0
25,West Baton Rouge,85.0,2.0,15.0,62.0,545.0,66.0,427.0,52.0,6.0,louisiana,6.0
26,West Feliciana,34.0,0.0,1.0,30.0,60.0,13.0,42.0,5.0,0.0,louisiana,3.0
27,Allen2,19.0,1.0,0.0,10.0,,26.0,,28.0,0.0,louisiana,8.0
28,Beauregard,18.0,1.0,0.0,12.0,241.0,55.0,166.0,20.0,1.0,louisiana,5.0
29,Bienville,83.0,0.0,3.0,68.0,196.0,60.0,118.0,18.0,1.0,louisiana,12.0
30,Caldwell,38.0,1.0,0.0,37.0,207.0,60.0,132.0,15.0,0.0,louisiana,0.0
31,Claiborne,16.0,0.0,1.0,15.0,51.0,12.0,35.0,4.0,1.0,louisiana,0.0
32,Concordia,73.0,0.0,18.0,51.0,304.0,95.0,196.0,13.0,0.0,louisiana,4.0
33,East Carroll,21.0,5.0,0.0,13.0,28.0,8.0,18.0,2.0,1.0,louisiana,3.0
34,Franklin,58.0,2.0,1.0,55.0,143.0,32.0,102.0,9.0,0.0,louisiana,0.0
35,Jackson,6.0,0.0,0.0,6.0,52.0,14.0,34.0,4.0,0.0,louisiana,0.0
36,La Salle,30.0,0.0,1.0,27.0,66.0,28.0,31.0,7.0,0.0,louisiana,2.0
37,Lincoln,79.0,0.0,0.0,72.0,197.0,39.0,147.0,11.0,0.0,louisiana,7.0
38,Madison,11.0,1.0,0.0,10.0,27.0,8.0,18.0,1.0,1.0,louisiana,0.0
39,Natchitoches,79.0,2.0,4.0,66.0,371.0,92.0,245.0,34.0,0.0,louisiana,7.0
40,Red River,33.0,0.0,1.0,32.0,136.0,45.0,84.0,7.0,0.0,louisiana,0.0
41,Richland,12.0,1.0,1.0,7.0,40.0,20.0,18.0,2.0,2.0,louisiana,3.0
42,Sabine,27.0,1.0,0.0,18.0,194.0,8.0,186.0,0.0,0.0,louisiana,8.0
43,St. Landry,159.0,4.0,13.0,142.0,746.0,326.0,370.0,50.0,0.0,louisiana,0.0
44,St. Mary,121.0,0.0,9.0,100.0,563.0,121.0,400.0,42.0,1.0,louisiana,12.0
45,Tensas,6.0,0.0,1.0,4.0,18.0,8.0,9.0,1.0,0.0,louisiana,1.0
46,Vernon,58.0,1.0,4.0,45.0,451.0,87.0,327.0,37.0,1.0,louisiana,8.0
47,Washington,274.0,0.0,13.0,213.0,657.0,174.0,418.0,65.0,4.0,louisiana,48.0
48,Webster,21.0,2.0,1.0,11.0,151.0,64.0,65.0,22.0,0.0,louisiana,7.0
49,West Carroll,33.0,1.0,1.0,26.0,57.0,4.0,48.0,5.0,0.0,louisiana,5.0
50,Winn,32.0,2.0,1.0,27.0,63.0,21.0,24.0,18.0,0.0,louisiana,2.0
0,Rockingham,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,new_hampshire,0.0
1,Strafford,3.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,1.0,new_hampshire,1.0
2,Carroll,4.0,0.0,0.0,4.0,49.0,7.0,38.0,4.0,0.0,new_hampshire,0.0
3,Cheshire,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,new_hampshire,0.0
4,Grafton,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,new_hampshire,4.0
0,Anoka2,75.0,0.0,7.0,50.0,936.0,112.0,731.0,93.0,0.0,minnesota,18.0
1,Benton,9.0,0.0,1.0,3.0,173.0,41.0,101.0,31.0,1.0,minnesota,5.0
2,Blue Earth,24.0,0.0,0.0,16.0,105.0,25.0,66.0,14.0,0.0,minnesota,8.0
3,Carlton,12.0,0.0,0.0,8.0,166.0,56.0,93.0,17.0,1.0,minnesota,4.0
4,Carver,38.0,0.0,4.0,18.0,497.0,77.0,401.0,19.0,1.0,minnesota,16.0
5,Chisago,12.0,0.0,2.0,10.0,152.0,18.0,119.0,15.0,0.0,minnesota,0.0
6,Clay,7.0,0.0,2.0,4.0,58.0,22.0,29.0,7.0,0.0,minnesota,1.0
7,Dakota,17.0,0.0,0.0,15.0,48.0,13.0,34.0,1.0,1.0,minnesota,2.0
8,Dodge2,11.0,0.0,0.0,10.0,104.0,27.0,71.0,6.0,0.0,minnesota,1.0
9,Fillmore,9.0,0.0,0.0,7.0,59.0,11.0,46.0,2.0,1.0,minnesota,2.0
10,Hennepin,20.0,0.0,0.0,20.0,44.0,5.0,35.0,4.0,0.0,minnesota,0.0
11,Houston2,5.0,0.0,0.0,5.0,29.0,15.0,13.0,1.0,0.0,minnesota,0.0
12,Isanti,15.0,0.0,0.0,11.0,232.0,43.0,165.0,24.0,1.0,minnesota,4.0
13,Lake,0.0,0.0,0.0,0.0,19.0,14.0,5.0,0.0,0.0,minnesota,0.0
14,Le Sueur,4.0,0.0,0.0,2.0,60.0,4.0,53.0,3.0,0.0,minnesota,2.0
15,Mille Lacs,34.0,0.0,2.0,18.0,354.0,94.0,225.0,35.0,0.0,minnesota,14.0
16,Nicollet,7.0,0.0,1.0,0.0,52.0,13.0,37.0,2.0,0.0,minnesota,6.0
17,Olmsted2,40.0,1.0,3.0,33.0,228.0,57.0,153.0,18.0,2.0,minnesota,3.0
18,Polk2,34.0,1.0,0.0,29.0,167.0,49.0,112.0,6.0,0.0,minnesota,4.0
19,Ramsey,141.0,1.0,27.0,91.0,1249.0,158.0,930.0,161.0,8.0,minnesota,22.0
20,Scott,4.0,0.0,0.0,4.0,25.0,8.0,15.0,2.0,0.0,minnesota,0.0
21,Sherburne,30.0,2.0,1.0,22.0,272.0,26.0,226.0,20.0,2.0,minnesota,5.0
22,Stearns,21.0,0.0,1.0,8.0,164.0,32.0,124.0,8.0,0.0,minnesota,12.0
23,St. Louis2,50.0,1.0,0.0,27.0,566.0,208.0,303.0,55.0,5.0,minnesota,22.0
24,Wabasha,7.0,0.0,0.0,6.0,22.0,3.0,16.0,3.0,0.0,minnesota,1.0
25,Washington,52.0,0.0,7.0,18.0,579.0,116.0,428.0,35.0,2.0,minnesota,27.0
26,Wright,98.0,0.0,3.0,50.0,1396.0,127.0,1204.0,65.0,3.0,minnesota,45.0
27,Aitkin2,11.0,1.0,0.0,7.0,167.0,59.0,99.0,9.0,0.0,minnesota,3.0
28,Becker,29.0,0.0,0.0,18.0,134.0,57.0,59.0,18.0,2.0,minnesota,11.0
29,Beltrami,50.0,2.0,2.0,33.0,268.0,74.0,164.0,30.0,3.0,minnesota,13.0
30,Big Stone,0.0,0.0,0.0,0.0,14.0,5.0,7.0,2.0,0.0,minnesota,0.0
31,Brown2,5.0,0.0,0.0,3.0,31.0,6.0,21.0,4.0,0.0,minnesota,2.0
32,Cass2,37.0,1.0,3.0,28.0,486.0,143.0,293.0,50.0,1.0,minnesota,5.0
33,Chippewa,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,minnesota,0.0
34,Clearwater,10.0,0.0,0.0,9.0,47.0,19.0,24.0,4.0,1.0,minnesota,1.0
35,Cook,10.0,0.0,0.0,5.0,47.0,6.0,36.0,5.0,0.0,minnesota,5.0
36,Cottonwood2,2.0,0.0,0.0,2.0,13.0,6.0,3.0,4.0,0.0,minnesota,0.0
37,Crow Wing,15.0,0.0,0.0,9.0,210.0,71.0,121.0,18.0,1.0,minnesota,6.0
38,Douglas,18.0,0.0,1.0,13.0,180.0,50.0,114.0,16.0,1.0,minnesota,4.0
39,Faribault,12.0,0.0,0.0,12.0,27.0,8.0,11.0,8.0,0.0,minnesota,0.0
40,Freeborn,11.0,0.0,0.0,10.0,84.0,28.0,48.0,8.0,6.0,minnesota,1.0
41,Goodhue,10.0,0.0,0.0,6.0,171.0,39.0,103.0,29.0,0.0,minnesota,4.0
42,Grant,2.0,0.0,0.0,2.0,6.0,1.0,5.0,0.0,0.0,minnesota,0.0
43,Hubbard,18.0,0.0,0.0,9.0,170.0,46.0,105.0,19.0,1.0,minnesota,9.0
44,Itasca2,46.0,1.0,0.0,30.0,134.0,35.0,79.0,20.0,3.0,minnesota,15.0
45,Jackson2,6.0,0.0,0.0,6.0,30.0,11.0,16.0,3.0,0.0,minnesota,0.0
46,Kandiyohi,25.0,0.0,1.0,14.0,170.0,32.0,121.0,17.0,1.0,minnesota,10.0
47,Kittson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minnesota,0.0
48,Koochiching,6.0,0.0,0.0,5.0,32.0,7.0,19.0,6.0,0.0,minnesota,1.0
49,Lac qui Parle2,0.0,0.0,0.0,0.0,20.0,3.0,14.0,3.0,0.0,minnesota,0.0
50,Lake of the Woods,6.0,0.0,0.0,5.0,9.0,4.0,3.0,2.0,0.0,minnesota,1.0
51,Lyon2,4.0,0.0,0.0,3.0,34.0,13.0,15.0,6.0,1.0,minnesota,1.0
52,Mahnomen,10.0,0.0,0.0,9.0,42.0,14.0,23.0,5.0,1.0,minnesota,1.0
53,Martin,0.0,0.0,0.0,0.0,14.0,5.0,7.0,2.0,0.0,minnesota,0.0
54,McLeod,11.0,0.0,0.0,5.0,55.0,10.0,40.0,5.0,0.0,minnesota,6.0
55,Meeker,4.0,0.0,1.0,3.0,103.0,21.0,77.0,5.0,0.0,minnesota,0.0
56,Morrison,10.0,0.0,0.0,10.0,195.0,45.0,128.0,22.0,1.0,minnesota,0.0
57,Mower,9.0,0.0,0.0,7.0,68.0,18.0,40.0,10.0,0.0,minnesota,2.0
58,Murray2,2.0,0.0,0.0,2.0,6.0,1.0,5.0,0.0,0.0,minnesota,0.0
59,Nobles,6.0,0.0,0.0,5.0,35.0,10.0,21.0,4.0,0.0,minnesota,1.0
60,Norman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minnesota,0.0
61,Otter Tail,30.0,0.0,1.0,21.0,214.0,65.0,135.0,14.0,0.0,minnesota,8.0
62,Pennington,2.0,0.0,1.0,1.0,45.0,21.0,20.0,4.0,0.0,minnesota,0.0
63,Pine,138.0,0.0,3.0,93.0,563.0,126.0,374.0,63.0,4.0,minnesota,42.0
64,Pipestone,5.0,0.0,0.0,5.0,80.0,14.0,64.0,2.0,0.0,minnesota,0.0
65,Pope,6.0,0.0,1.0,4.0,49.0,18.0,26.0,5.0,0.0,minnesota,1.0
66,Red Lake2,3.0,0.0,0.0,1.0,16.0,0.0,15.0,1.0,0.0,minnesota,2.0
67,Redwood,6.0,0.0,0.0,6.0,44.0,9.0,32.0,3.0,0.0,minnesota,0.0
68,Renville,5.0,0.0,0.0,3.0,81.0,18.0,55.0,8.0,0.0,minnesota,2.0
69,Rice,18.0,0.0,1.0,10.0,142.0,42.0,92.0,8.0,0.0,minnesota,7.0
70,Rock,7.0,0.0,0.0,6.0,57.0,14.0,29.0,14.0,0.0,minnesota,1.0
71,Roseau,6.0,0.0,0.0,4.0,31.0,2.0,27.0,2.0,0.0,minnesota,2.0
72,Sibley,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,minnesota,0.0
73,Steele,12.0,0.0,2.0,7.0,76.0,17.0,48.0,11.0,0.0,minnesota,3.0
74,Stevens,2.0,0.0,0.0,1.0,33.0,9.0,24.0,0.0,0.0,minnesota,1.0
75,Swift,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,minnesota,0.0
76,Todd2,17.0,2.0,0.0,8.0,140.0,39.0,91.0,10.0,1.0,minnesota,7.0
77,Traverse2,6.0,0.0,0.0,5.0,12.0,1.0,6.0,5.0,0.0,minnesota,1.0
78,Wadena,10.0,0.0,0.0,8.0,10.0,1.0,8.0,1.0,0.0,minnesota,2.0
79,Waseca,4.0,0.0,0.0,1.0,55.0,13.0,41.0,1.0,0.0,minnesota,3.0
80,Watonwan2,8.0,0.0,0.0,3.0,26.0,15.0,10.0,1.0,1.0,minnesota,5.0
81,Wilkin,0.0,0.0,0.0,0.0,20.0,6.0,11.0,3.0,0.0,minnesota,0.0
82,Winona,6.0,0.0,0.0,4.0,79.0,14.0,60.0,5.0,0.0,minnesota,2.0
83,Yellow Medicine,3.0,0.0,0.0,2.0,35.0,8.0,24.0,3.0,1.0,minnesota,1.0
0,Sandoval,144.0,0.0,1.0,142.0,102.0,43.0,59.0,0.0,0.0,new_mexico,1.0
1,Santa Fe,103.0,0.0,7.0,90.0,414.0,258.0,156.0,0.0,0.0,new_mexico,6.0
2,Torrance,65.0,0.0,1.0,59.0,105.0,57.0,25.0,23.0,0.0,new_mexico,5.0
3,Valencia,376.0,3.0,6.0,350.0,907.0,315.0,421.0,171.0,0.0,new_mexico,17.0
4,Catron,1.0,0.0,0.0,1.0,15.0,9.0,6.0,0.0,0.0,new_mexico,0.0
5,Chaves,54.0,3.0,3.0,39.0,223.0,90.0,98.0,35.0,0.0,new_mexico,9.0
6,Cibola,12.0,0.0,0.0,10.0,37.0,14.0,16.0,7.0,0.0,new_mexico,2.0
7,Colfax,3.0,0.0,0.0,3.0,8.0,5.0,3.0,0.0,0.0,new_mexico,0.0
8,De Baca,4.0,0.0,0.0,3.0,15.0,11.0,2.0,2.0,0.0,new_mexico,1.0
9,Grant,24.0,0.0,0.0,19.0,112.0,52.0,60.0,0.0,0.0,new_mexico,5.0
10,Guadalupe,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,new_mexico,0.0
11,Hidalgo,10.0,0.0,0.0,10.0,17.0,5.0,7.0,5.0,0.0,new_mexico,0.0
12,Lea,60.0,4.0,5.0,47.0,342.0,112.0,160.0,70.0,0.0,new_mexico,4.0
13,Lincoln,43.0,2.0,2.0,38.0,118.0,52.0,55.0,11.0,0.0,new_mexico,1.0
14,Luna,63.0,0.0,1.0,61.0,222.0,97.0,98.0,27.0,0.0,new_mexico,1.0
15,McKinley,183.0,1.0,7.0,175.0,222.0,89.0,86.0,47.0,0.0,new_mexico,0.0
16,Otero,149.0,0.0,2.0,134.0,272.0,108.0,138.0,26.0,0.0,new_mexico,13.0
17,Quay,1.0,0.0,0.0,1.0,13.0,6.0,7.0,0.0,0.0,new_mexico,0.0
18,San Miguel,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,new_mexico,0.0
19,Sierra,43.0,1.0,0.0,35.0,71.0,26.0,41.0,4.0,0.0,new_mexico,7.0
20,Socorro,15.0,0.0,1.0,14.0,61.0,13.0,42.0,6.0,0.0,new_mexico,0.0
21,Taos,28.0,2.0,2.0,22.0,93.0,43.0,30.0,20.0,0.0,new_mexico,2.0
22,Union,2.0,0.0,0.0,2.0,15.0,3.0,10.0,2.0,0.0,new_mexico,0.0
0,Storey,31.0,0.0,1.0,25.0,74.0,20.0,47.0,7.0,0.0,nevada,5.0
1,Washoe3,223.0,2.0,18.0,171.0,616.0,160.0,370.0,86.0,7.0,nevada,32.0
2,Churchill,20.0,0.0,0.0,9.0,186.0,56.0,113.0,17.0,2.0,nevada,11.0
3,Elko,57.0,1.0,0.0,45.0,176.0,40.0,111.0,25.0,1.0,nevada,11.0
4,Esmeralda,6.0,0.0,1.0,4.0,6.0,1.0,4.0,1.0,1.0,nevada,1.0
5,Eureka,22.0,0.0,0.0,18.0,27.0,13.0,11.0,3.0,0.0,nevada,4.0
6,Humboldt,26.0,0.0,2.0,23.0,76.0,41.0,29.0,6.0,0.0,nevada,1.0
7,Lander,62.0,2.0,0.0,37.0,56.0,25.0,26.0,5.0,2.0,nevada,23.0
8,Lyon,179.0,0.0,7.0,154.0,522.0,102.0,349.0,71.0,4.0,nevada,18.0
9,Mineral,4.0,0.0,0.0,3.0,48.0,3.0,38.0,7.0,3.0,nevada,1.0
10,Nye,113.0,2.0,21.0,85.0,715.0,167.0,404.0,144.0,0.0,nevada,5.0
11,Pershing,26.0,1.0,1.0,13.0,39.0,11.0,22.0,6.0,0.0,nevada,11.0
12,,,,,,,,,,0.0,nevada,0.0
0,Allen,38.0,1.0,13.0,10.0,582.0,115.0,437.0,30.0,4.0,ohio,14.0
1,Belmont,42.0,0.0,3.0,27.0,205.0,35.0,151.0,19.0,2.0,ohio,12.0
2,Carroll,2.0,0.0,0.0,2.0,71.0,21.0,41.0,9.0,0.0,ohio,0.0
3,Clermont,111.0,0.0,3.0,85.0,897.0,269.0,582.0,46.0,1.0,ohio,23.0
4,Fairfield,52.0,0.0,5.0,33.0,1039.0,139.0,855.0,45.0,2.0,ohio,14.0
5,Fulton,14.0,0.0,2.0,7.0,167.0,32.0,132.0,3.0,1.0,ohio,5.0
6,Geauga,10.0,0.0,1.0,3.0,134.0,28.0,94.0,12.0,0.0,ohio,6.0
7,Greene,36.0,0.0,4.0,20.0,348.0,86.0,240.0,22.0,3.0,ohio,12.0
8,Hamilton,176.0,4.0,22.0,81.0,2025.0,235.0,1621.0,169.0,13.0,ohio,69.0
9,Hocking,28.0,4.0,2.0,16.0,346.0,108.0,210.0,28.0,3.0,ohio,6.0
10,Jefferson,10.0,0.0,0.0,9.0,44.0,10.0,33.0,1.0,1.0,ohio,1.0
11,Lawrence,65.0,2.0,6.0,39.0,446.0,112.0,303.0,31.0,4.0,ohio,18.0
12,Licking,53.0,0.0,3.0,34.0,793.0,179.0,555.0,59.0,1.0,ohio,16.0
13,Lorain,60.0,0.0,9.0,35.0,509.0,167.0,323.0,19.0,1.0,ohio,16.0
14,Lucas,93.0,0.0,18.0,67.0,801.0,110.0,640.0,51.0,1.0,ohio,8.0
15,Madison,20.0,0.0,2.0,6.0,264.0,56.0,183.0,25.0,2.0,ohio,12.0
16,Mahoning,1.0,0.0,0.0,0.0,57.0,8.0,44.0,5.0,0.0,ohio,1.0
17,Medina,11.0,0.0,0.0,7.0,166.0,98.0,64.0,4.0,0.0,ohio,4.0
18,Miami,38.0,0.0,2.0,26.0,280.0,98.0,166.0,16.0,4.0,ohio,10.0
19,Montgomery,279.0,3.0,76.0,157.0,1051.0,288.0,615.0,148.0,17.0,ohio,43.0
20,Perry,13.0,0.0,2.0,4.0,124.0,38.0,75.0,11.0,1.0,ohio,7.0
21,Pickaway,22.0,1.0,3.0,17.0,546.0,130.0,386.0,30.0,5.0,ohio,1.0
22,Portage2,,1.0,39.0,304.0,916.0,190.0,688.0,38.0,4.0,ohio,0.0
23,Richland,61.0,1.0,6.0,20.0,757.0,166.0,562.0,29.0,1.0,ohio,34.0
24,Stark,107.0,2.0,10.0,59.0,1544.0,401.0,1019.0,124.0,12.0,ohio,36.0
25,Summit,80.0,0.0,14.0,44.0,944.0,176.0,705.0,63.0,3.0,ohio,22.0
26,Union,21.0,0.0,2.0,16.0,126.0,28.0,86.0,12.0,1.0,ohio,3.0
27,Wood,13.0,0.0,0.0,7.0,301.0,42.0,240.0,19.0,0.0,ohio,6.0
28,Adams,8.0,0.0,1.0,4.0,186.0,45.0,119.0,22.0,2.0,ohio,3.0
29,Ashland,37.0,1.0,0.0,13.0,103.0,25.0,74.0,4.0,0.0,ohio,23.0
30,Ashtabula,32.0,0.0,3.0,27.0,457.0,104.0,320.0,33.0,1.0,ohio,2.0
31,Auglaize,3.0,0.0,0.0,2.0,45.0,10.0,31.0,4.0,0.0,ohio,1.0
32,Champaign,25.0,0.0,0.0,21.0,153.0,39.0,102.0,12.0,0.0,ohio,4.0
33,Columbiana,37.0,1.0,1.0,20.0,315.0,63.0,222.0,30.0,3.0,ohio,15.0
34,Coshocton,40.0,4.0,1.0,20.0,345.0,73.0,244.0,28.0,11.0,ohio,15.0
35,Crawford,3.0,0.0,0.0,2.0,92.0,32.0,58.0,2.0,0.0,ohio,1.0
36,Defiance,14.0,0.0,1.0,7.0,117.0,25.0,90.0,2.0,1.0,ohio,6.0
37,Erie,1.0,0.0,0.0,1.0,189.0,40.0,144.0,5.0,1.0,ohio,0.0
38,Fayette,19.0,0.0,4.0,7.0,307.0,76.0,219.0,12.0,2.0,ohio,8.0
39,Gallia,32.0,1.0,0.0,22.0,294.0,77.0,192.0,25.0,2.0,ohio,9.0
40,Hancock,14.0,0.0,1.0,9.0,127.0,31.0,91.0,5.0,1.0,ohio,4.0
41,Hardin,13.0,0.0,0.0,11.0,68.0,22.0,42.0,4.0,1.0,ohio,2.0
42,Henry,13.0,0.0,1.0,9.0,109.0,36.0,64.0,9.0,0.0,ohio,3.0
43,Highland,38.0,4.0,3.0,14.0,305.0,91.0,199.0,15.0,0.0,ohio,17.0
44,Jackson,26.0,0.0,1.0,11.0,229.0,82.0,125.0,22.0,1.0,ohio,14.0
45,Knox,56.0,0.0,2.0,33.0,330.0,58.0,272.0,0.0,4.0,ohio,21.0
46,Logan,31.0,0.0,1.0,22.0,171.0,45.0,114.0,12.0,0.0,ohio,8.0
47,Marion,38.0,0.0,2.0,23.0,935.0,136.0,763.0,36.0,4.0,ohio,13.0
48,Meigs,16.0,1.0,1.0,13.0,230.0,76.0,125.0,29.0,0.0,ohio,1.0
49,Monroe,12.0,0.0,0.0,9.0,64.0,36.0,24.0,4.0,0.0,ohio,3.0
50,Morgan,29.0,0.0,1.0,26.0,80.0,22.0,47.0,11.0,0.0,ohio,2.0
51,Noble,5.0,0.0,0.0,2.0,36.0,7.0,27.0,2.0,0.0,ohio,3.0
52,Paulding,30.0,1.0,0.0,28.0,104.0,23.0,80.0,1.0,0.0,ohio,1.0
53,Pike,33.0,3.0,1.0,22.0,464.0,93.0,270.0,101.0,5.0,ohio,7.0
54,Putnam,15.0,1.0,2.0,3.0,90.0,19.0,66.0,5.0,0.0,ohio,9.0
55,Ross,114.0,3.0,5.0,73.0,1041.0,285.0,631.0,125.0,12.0,ohio,33.0
56,Scioto,48.0,0.0,7.0,29.0,633.0,177.0,394.0,62.0,6.0,ohio,12.0
57,Shelby,12.0,1.0,1.0,9.0,131.0,27.0,97.0,7.0,2.0,ohio,1.0
58,Tuscarawas,22.0,0.0,1.0,12.0,241.0,83.0,130.0,28.0,3.0,ohio,9.0
59,Van Wert,16.0,0.0,0.0,10.0,106.0,40.0,60.0,6.0,1.0,ohio,6.0
60,Vinton,10.0,0.0,0.0,9.0,78.0,23.0,43.0,12.0,0.0,ohio,1.0
61,Washington,34.0,4.0,3.0,19.0,172.0,51.0,102.0,19.0,0.0,ohio,8.0
62,Wayne,44.0,0.0,5.0,25.0,473.0,164.0,277.0,32.0,1.0,ohio,14.0
63,Wyandot,3.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,ohio,0.0
0,Austin,13.0,0.0,0.0,11.0,87.0,40.0,29.0,18.0,0.0,texas,2.0
1,Bandera2,12.0,0.0,1.0,9.0,268.0,95.0,143.0,30.0,1.0,texas,2.0
2,Bastrop,212.0,6.0,18.0,142.0,649.0,192.0,349.0,108.0,5.0,texas,46.0
3,Bell,82.0,0.0,1.0,54.0,631.0,152.0,445.0,34.0,0.0,texas,27.0
4,Bexar,692.0,13.0,88.0,446.0,5297.0,990.0,3801.0,506.0,39.0,texas,145.0
5,Bowie,102.0,1.0,2.0,74.0,331.0,131.0,170.0,30.0,6.0,texas,25.0
6,Brazoria,170.0,4.0,34.0,119.0,1325.0,306.0,851.0,168.0,3.0,texas,13.0
7,Brazos,29.0,0.0,1.0,15.0,306.0,93.0,200.0,13.0,2.0,texas,13.0
8,Burleson,20.0,1.0,2.0,10.0,100.0,34.0,63.0,3.0,1.0,texas,7.0
9,Caldwell2,51.0,0.0,2.0,43.0,88.0,26.0,53.0,9.0,0.0,texas,6.0
10,Callahan,5.0,0.0,0.0,5.0,44.0,12.0,22.0,10.0,1.0,texas,0.0
11,Cameron,162.0,1.0,15.0,100.0,937.0,298.0,586.0,53.0,4.0,texas,46.0
12,Carson,22.0,1.0,3.0,16.0,25.0,9.0,15.0,1.0,0.0,texas,2.0
13,Chambers,93.0,3.0,8.0,74.0,544.0,132.0,408.0,4.0,4.0,texas,8.0
14,Clay,16.0,0.0,0.0,8.0,103.0,33.0,49.0,21.0,2.0,texas,8.0
15,Collin,66.0,0.0,4.0,40.0,338.0,102.0,187.0,49.0,2.0,texas,22.0
16,Comal,135.0,0.0,9.0,86.0,601.0,179.0,373.0,49.0,0.0,texas,40.0
17,Coryell,4.0,0.0,1.0,3.0,54.0,11.0,43.0,0.0,0.0,texas,0.0
18,Dallas,43.0,0.0,4.0,28.0,307.0,54.0,206.0,47.0,0.0,texas,11.0
19,Denton2,95.0,0.0,7.0,45.0,440.0,88.0,299.0,53.0,3.0,texas,43.0
20,Ector,116.0,4.0,19.0,79.0,1579.0,228.0,985.0,366.0,0.0,texas,14.0
21,Ellis2,83.0,1.0,4.0,59.0,362.0,85.0,238.0,39.0,0.0,texas,19.0
22,El Paso2,259.0,1.0,17.0,197.0,641.0,145.0,395.0,101.0,4.0,texas,44.0
23,Fort Bend,841.0,10.0,120.0,592.0,4643.0,691.0,3653.0,299.0,1.0,texas,119.0
24,Galveston,123.0,2.0,16.0,75.0,727.0,179.0,454.0,94.0,15.0,texas,30.0
25,Goliad,22.0,1.0,2.0,16.0,79.0,19.0,49.0,11.0,0.0,texas,3.0
26,Grayson,32.0,0.0,7.0,10.0,401.0,109.0,237.0,55.0,4.0,texas,15.0
27,Gregg,84.0,3.0,4.0,51.0,373.0,106.0,212.0,55.0,2.0,texas,26.0
28,Guadalupe,69.0,2.0,3.0,32.0,424.0,113.0,279.0,32.0,19.0,texas,32.0
29,Hardin,38.0,1.0,5.0,31.0,285.0,91.0,148.0,46.0,5.0,texas,1.0
30,Harris,7329.0,97.0,2249.0,4123.0,42526.0,7044.0,29466.0,6016.0,85.0,texas,860.0
31,Harrison,52.0,3.0,3.0,46.0,445.0,138.0,246.0,61.0,1.0,texas,0.0
32,Hays,111.0,0.0,12.0,62.0,672.0,141.0,479.0,52.0,1.0,texas,37.0
33,Hidalgo2,518.0,5.0,103.0,271.0,3241.0,909.0,2012.0,320.0,10.0,texas,139.0
34,Hudspeth,8.0,0.0,0.0,8.0,14.0,3.0,9.0,2.0,1.0,texas,0.0
35,Hunt2,350.0,4.0,9.0,321.0,570.0,166.0,293.0,111.0,0.0,texas,16.0
36,Jefferson,59.0,1.0,8.0,49.0,358.0,78.0,224.0,56.0,1.0,texas,1.0
37,Johnson2,205.0,0.0,4.0,148.0,660.0,167.0,397.0,96.0,3.0,texas,53.0
38,Jones,4.0,0.0,1.0,3.0,60.0,20.0,35.0,5.0,0.0,texas,0.0
39,Kaufman,126.0,2.0,15.0,79.0,767.0,237.0,425.0,105.0,1.0,texas,30.0
40,Kendall,19.0,0.0,2.0,15.0,104.0,23.0,67.0,14.0,2.0,texas,2.0
41,Lampasas2,12.0,1.0,0.0,10.0,83.0,21.0,55.0,7.0,1.0,texas,1.0
42,Lubbock,16.0,1.0,0.0,11.0,331.0,89.0,191.0,51.0,0.0,texas,4.0
43,Lynn2,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,texas,0.0
44,McLennan,69.0,0.0,0.0,45.0,500.0,149.0,227.0,124.0,5.0,texas,24.0
45,Medina,101.0,2.0,4.0,81.0,351.0,79.0,202.0,70.0,0.0,texas,14.0
46,Montgomery,736.0,12.0,103.0,547.0,4976.0,1052.0,3366.0,558.0,15.0,texas,74.0
47,Nueces,61.0,1.0,9.0,41.0,160.0,49.0,108.0,3.0,0.0,texas,10.0
48,Oldham,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,texas,0.0
