"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"16033","0","10","70","0","2016","A","",51,423,17190829,8824441,107865,782,40640,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-5.6,-4,-0.9,311006,1.8,26374,0.3,-11563,-9.7,22,2.9,1124,2.8
"16033","1","10","71","0","2016","A","",4,30,1629058,0,0,1050,54605,"",12.62,3.60,3.29,0.00,0.00,0.92,0.92,"",0,0.0,2,7.1,4534,0.3,0,0.0,0,0.0,-83,-7.3,-4290,-7.3
"16033","2","10","71","0","2016","A","N",2,0,0,0,0,0,0,"N",5.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"16033","3","10","71","0","2016","A","N",9,0,0,0,0,0,0,"N",10.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"16033","5","10","71","0","2016","A","",36,288,12986864,8817175,107756,868,45159,"",0.73,0.80,0.89,1.02,1.01,1.11,1.11,"",-3,-7.7,-8,-2.7,80647,0.6,28893,0.3,-11517,-9.7,30,3.6,1594,3.7
"16035","0","10","70","0","2016","A","",315,2761,99475593,40087861,757627,693,36027,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-27,-1.0,775882,0.8,891918,2.3,-18468,-2.4,12,1.8,630,1.8
"16035","1","10","71","0","2016","A","",10,154,9986899,0,0,1246,64815,"",5.11,2.83,3.49,0.00,0.00,1.23,1.23,"",-1,-9.1,-9,-5.5,-553115,-5.2,0,0.0,0,0.0,3,0.2,185,0.3
"16035","2","10","71","0","2016","A","",10,325,15986026,0,0,947,49251,"",4.46,3.65,4.68,0.00,0.00,1.28,1.28,"",0,0.0,-2,-0.6,-115781,-0.7,0,0.0,0,0.0,-1,-0.1,-40,-0.1
"16035","3","10","71","0","2016","A","",25,441,11214120,367886,2145,489,25443,"",4.55,1.62,1.26,0.67,0.50,0.78,0.78,"",0,0.0,-3,-0.7,294362,2.7,12983,3.7,-61,-2.8,16,3.4,858,3.5
"16035","5","10","71","0","2016","A","",270,1842,62288548,39719975,755482,650,33820,"",0.88,0.79,0.74,1.01,1.00,0.94,0.94,"",0,0.0,-12,-0.6,1150416,1.9,878935,2.3,-18407,-2.4,16,2.5,851,2.6
"16037","0","10","70","0","2016","A","",249,1450,45293859,21073014,260198,601,31244,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.5,32,2.3,432224,1.0,651456,3.2,-9772,-3.6,-7,-1.2,-388,-1.2
"16037","1","10","71","0","2016","A","",10,154,8237989,0,0,1032,53668,"",6.46,5.39,6.32,0.00,0.00,1.17,1.18,"",0,0.0,9,6.2,508996,6.6,0,0.0,0,0.0,10,1.0,517,1.0
"16037","2","10","71","0","2016","A","",5,45,1839596,0,0,782,40654,"",2.82,0.96,1.18,0.00,0.00,1.22,1.22,"",0,0.0,-1,-2.2,-90830,-4.7,0,0.0,0,0.0,-31,-3.8,-1618,-3.8
"16037","3","10","71","0","2016","A","",20,241,5601253,518947,9495,447,23266,"",4.61,1.68,1.39,1.80,6.42,0.82,0.82,"",0,0.0,1,0.4,319129,6.0,-4316,-0.8,-696,-6.8,24,5.7,1272,5.8
"16037","5","10","71","0","2016","A","",214,1010,29615021,20554067,250703,564,29317,"",0.89,0.82,0.77,1.00,0.97,0.94,0.94,"",6,2.9,23,2.3,-305071,-1.0,655772,3.3,-9076,-3.5,-19,-3.3,-997,-3.3
"16039","0","10","70","0","2016","A","",610,6706,217499867,107879235,1297464,624,32433,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,2.7,190,2.9,11079165,5.4,7241667,7.2,9515,0.7,15,2.5,754,2.4
"16039","1","10","71","0","2016","A","",29,860,38517540,0,0,861,44770,"",7.65,6.51,6.15,0.00,0.00,0.94,0.94,"",-4,-12.1,27,3.2,1730201,4.7,0,0.0,0,0.0,11,1.3,581,1.3
"16039","2","10","71","0","2016","A","",9,45,2700508,0,0,1158,60234,"",2.07,0.21,0.36,0.00,0.00,1.74,1.74,"",0,0.0,2,4.7,10947,0.4,0,0.0,0,0.0,-52,-4.3,-2680,-4.3
"16039","3","10","71","0","2016","A","",27,970,29917834,426558,6018,593,30846,"",2.54,1.47,1.54,0.29,0.82,1.05,1.05,"",0,0.0,2,0.2,821444,2.8,16581,4.0,1628,37.1,15,2.6,788,2.6
"16039","5","10","71","0","2016","A","",546,4831,146363985,107452677,1291446,583,30297,"",0.92,0.85,0.79,1.02,1.00,0.94,0.94,"",20,3.8,158,3.4,8516573,6.2,7225086,7.2,7887,0.6,16,2.8,797,2.7
"16041","0","10","70","0","2016","A","",396,3482,99361691,55789643,598370,549,28538,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,2.9,164,4.9,7289117,7.9,5290539,10.5,-36538,-5.8,15,2.8,788,2.8
"16041","1","10","71","0","2016","A","",7,33,1468056,0,0,864,44940,"",2.84,0.48,0.51,0.00,0.00,1.08,1.08,"",0,0.0,-1,-2.9,18340,1.3,0,0.0,0,0.0,32,3.8,1665,3.8
"16041","2","10","71","0","2016","A","",7,22,1227756,0,0,1094,56884,"",2.48,0.20,0.36,0.00,0.00,1.87,1.87,"",0,0.0,1,4.8,-44138,-3.5,0,0.0,0,0.0,-99,-8.3,-5160,-8.3
"16041","3","10","71","0","2016","A","",24,963,24256275,303130,3120,484,25184,"",3.48,2.80,2.74,0.40,0.92,0.98,0.98,"",0,0.0,23,2.4,1635802,7.2,-5335,-1.7,-628,-16.8,21,4.5,1118,4.6
"16041","5","10","71","0","2016","A","",358,2464,72409604,55486513,595250,565,29383,"",0.93,0.83,0.86,1.01,1.00,1.03,1.03,"",11,3.2,140,6.0,5679113,8.5,5295874,10.6,-35910,-5.7,13,2.4,669,2.3
"16043","0","10","70","0","2016","A","",383,2845,94457426,43788522,646606,639,33203,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,1.9,114,4.2,5805673,6.5,3709151,9.3,85250,15.2,15,2.4,738,2.3
"16043","1","10","71","0","2016","A","",13,75,3937915,0,0,1013,52681,"",5.46,1.34,1.45,0.00,0.00,1.08,1.09,"",0,0.0,2,2.7,97092,2.5,0,0.0,0,0.0,-1,-0.1,-53,-0.1
"16043","2","10","71","0","2016","A","",8,240,14079850,0,0,1128,58666,"",2.93,2.62,4.34,0.00,0.00,1.66,1.66,"",0,0.0,-1,-0.4,156154,1.1,0,0.0,0,0.0,15,1.3,791,1.4
"16043","3","10","71","0","2016","A","",26,667,17811245,305904,2947,513,26690,"",3.89,2.38,2.11,0.51,0.80,0.89,0.89,"",-1,-3.7,7,1.1,555202,3.2,9247,3.1,-144,-4.7,10,2.0,541,2.1
"16043","5","10","71","0","2016","A","",337,1863,58628416,43482618,643659,605,31474,"",0.91,0.77,0.73,1.01,1.00,0.95,0.95,"",9,2.7,106,6.0,4997225,9.3,3699904,9.3,85394,15.3,18,3.1,955,3.1
"16045","0","10","70","0","2016","A","",458,3649,111204958,62195841,871906,586,30476,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",31,7.3,178,5.1,9629924,9.5,4015473,6.9,-5891,-0.7,23,4.1,1209,4.1
"16045","1","10","71","0","2016","A","",5,81,4998130,0,0,1187,61705,"",1.76,1.13,1.56,0.00,0.00,1.39,1.39,"",0,0.0,4,5.2,260615,5.5,0,0.0,0,0.0,6,0.5,312,0.5
"16045","2","10","71","0","2016","A","",5,53,1340214,0,0,485,25208,"",1.53,0.45,0.35,0.00,0.00,0.78,0.78,"",0,0.0,3,6.0,-7147,-0.5,0,0.0,0,0.0,-31,-6.0,-1605,-6.0
"16045","3","10","71","0","2016","A","",20,797,26915210,188818,4999,649,33767,"",2.51,2.21,2.71,0.22,1.01,1.23,1.23,"",0,0.0,35,4.6,4269921,18.9,10693,6.0,-49,-1.0,78,13.7,4059,13.7
"16045","5","10","71","0","2016","A","",428,2718,77951404,62007023,866907,552,28683,"",0.96,0.88,0.83,1.02,1.00,0.94,0.94,"",31,7.8,137,5.3,5106535,7.0,4004780,6.9,-5842,-0.7,9,1.7,459,1.6
"16047","0","10","70","0","2016","A","",538,6094,206862550,133159345,1316087,653,33944,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,2.3,172,2.9,12376015,6.4,9826252,8.0,-19122,-1.4,21,3.3,1101,3.4
"16047","1","10","71","0","2016","A","",9,65,3567010,0,0,1058,55018,"",2.69,0.54,0.60,0.00,0.00,1.11,1.11,"",0,0.0,2,3.2,394586,12.4,0,0.0,0,0.0,88,9.1,4595,9.1
"16047","2","10","71","0","2016","A","",7,39,1492781,0,0,742,38606,"",1.83,0.20,0.21,0.00,0.00,1.07,1.07,"",0,0.0,0,0.0,-4856,-0.3,0,0.0,0,0.0,0,0.0,40,0.1
"16047","3","10","71","0","2016","A","",34,1027,30541073,263777,1705,572,29731,"",3.63,1.71,1.66,0.14,0.23,0.97,0.97,"",0,0.0,-18,-1.7,2230886,7.9,-5820,-2.2,-183,-9.7,51,9.8,2633,9.7
"16047","5","10","71","0","2016","A","",488,4964,171261686,132895568,1314382,664,34504,"",0.94,0.96,0.98,1.02,1.01,1.02,1.02,"",12,2.5,189,4.0,9755399,6.0,9832072,8.0,-18939,-1.4,14,2.2,682,2.0
"16049","0","10","70","0","2016","A","",564,4214,146214607,66463128,891573,667,34699,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-1.6,-3,-0.1,-7842473,-5.1,-728653,-1.1,-73177,-7.6,-36,-5.1,-1832,-5.0
"16049","1","10","71","0","2016","A","",18,328,18951125,0,0,1110,57734,"",5.14,3.95,4.50,0.00,0.00,1.14,1.14,"",0,0.0,13,4.1,-1028222,-5.1,0,0.0,0,0.0,-110,-9.0,-5692,-9.0
"16049","2","10","71","0","2016","A","",8,130,9359299,0,0,1380,71765,"",1.99,0.96,1.86,0.00,0.00,1.94,1.94,"",0,0.0,0,0.0,-92739,-1.0,0,0.0,0,0.0,-18,-1.3,-943,-1.3
"16049","3","10","71","0","2016","A","",39,751,23543612,519106,5218,603,31367,"",3.97,1.81,1.81,0.57,1.03,1.00,1.00,"",0,0.0,12,1.6,1591591,7.3,52448,11.2,265,5.4,31,5.4,1642,5.5
"16049","5","10","71","0","2016","A","",499,3005,94360571,65944022,886355,604,31406,"",0.91,0.84,0.76,1.01,1.00,0.91,0.91,"",-9,-1.8,-29,-1.0,-8313103,-8.1,-781101,-1.2,-73442,-7.7,-47,-7.2,-2439,-7.2
"16051","0","10","70","0","2016","A","",642,6307,193081778,124593305,1534259,589,30616,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",31,5.1,227,3.7,13539361,7.5,9992240,8.7,592,0.0,21,3.7,1086,3.7
"16051","1","10","71","0","2016","A","",11,53,2277227,0,0,830,43170,"",2.76,0.43,0.41,0.00,0.00,0.96,0.96,"",0,0.0,0,0.0,159207,7.5,0,0.0,0,0.0,55,7.1,2891,7.2
"16051","2","10","71","0","2016","A","",5,116,5487999,0,0,912,47413,"",1.09,0.57,0.83,0.00,0.00,1.45,1.45,"",0,0.0,-4,-3.3,-152849,-2.7,0,0.0,0,0.0,11,1.2,569,1.2
"16051","3","10","71","0","2016","A","",38,1076,24774996,103458,727,443,23023,"",3.40,1.73,1.44,0.06,0.08,0.83,0.83,"",-1,-2.6,20,1.9,1456731,6.2,-966,-0.9,-39,-5.1,18,4.2,936,4.2
"16051","5","10","71","0","2016","A","",588,5062,160541556,124489847,1533532,610,31715,"",0.94,0.94,0.98,1.02,1.01,1.04,1.04,"",31,5.6,211,4.3,12076272,8.1,9993206,8.7,631,0.0,21,3.6,1112,3.6
"16053","0","10","70","0","2016","A","",682,9934,351727529,251153186,2732772,681,35405,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-42,-0.4,6405126,1.9,8622855,3.6,-42770,-1.5,15,2.3,791,2.3
"16053","1","10","71","0","2016","A","",6,47,2123424,0,0,877,45583,"",1.42,0.24,0.21,0.00,0.00,0.88,0.88,"",0,0.0,-3,-6.0,-44698,-2.1,0,0.0,0,0.0,35,4.2,1783,4.1
"16053","2","10","71","0","2016","A","",8,57,3788977,0,0,1269,65991,"",1.65,0.18,0.31,0.00,0.00,1.75,1.75,"",0,0.0,-2,-3.4,-73231,-1.9,0,0.0,0,0.0,12,1.0,622,1.0
"16053","3","10","71","0","2016","A","",25,927,26666804,646887,5399,553,28775,"",2.10,0.95,0.85,0.19,0.35,0.90,0.90,"",0,0.0,20,2.2,1455070,5.8,3970,0.6,-1044,-16.2,18,3.4,978,3.5
"16053","5","10","71","0","2016","A","",643,8904,319148324,250506299,2727373,689,35845,"",0.97,1.06,1.07,1.02,1.00,1.01,1.01,"",0,0.0,-57,-0.6,5067985,1.6,8618885,3.6,-41726,-1.5,15,2.2,794,2.3
"16055","0","10","70","0","2016","A","",5016,58057,2125817490,1183423124,15500209,704,36616,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",242,5.1,1996,3.6,136406065,6.9,81796251,7.4,-670241,-4.1,22,3.2,1130,3.2
"16055","1","10","71","0","2016","A","",29,613,40317011,0,0,1264,65734,"",0.93,0.54,0.66,0.00,0.00,1.23,1.23,"",0,0.0,24,4.1,947626,2.4,0,0.0,0,0.0,-22,-1.7,-1154,-1.7
"16055","2","10","71","0","2016","A","",28,881,28998796,0,0,633,32903,"",0.78,0.47,0.40,0.00,0.00,0.84,0.84,"",0,0.0,-1,-0.1,-23512,-0.1,0,0.0,0,0.0,0,0.0,-11,0.0
"16055","3","10","71","0","2016","A","",108,9339,398857683,4221392,41233,821,42708,"",1.24,1.63,2.10,0.26,0.47,1.29,1.29,"",1,0.9,361,4.0,15574360,4.1,356352,9.2,420,1.0,0,0.0,16,0.0
"16055","5","10","71","0","2016","A","",4851,47223,1657644000,1179201732,15458976,675,35102,"",1.00,0.96,0.92,1.02,1.00,0.96,0.96,"",241,5.2,1610,3.5,119907591,7.8,81439899,7.4,-670661,-4.2,27,4.2,1389,4.1
"16057","0","10","70","0","2016","A","",1054,13622,468673335,169692761,2038173,662,34405,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,2.5,220,1.6,8048928,1.7,6217959,3.8,-83381,-3.9,1,0.2,34,0.1
"16057","1","10","71","0","2016","A","",19,161,9371072,0,0,1120,58266,"",2.90,0.60,0.69,0.00,0.00,1.16,1.16,"",0,0.0,-3,-1.8,-285066,-3.0,0,0.0,0,0.0,-12,-1.1,-613,-1.0
"16057","2","10","71","0","2016","A","N",14,0,0,0,0,0,0,"N",1.86,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0
"16057","3","10","71","0","2016","A","N",45,0,0,0,0,0,0,"N",2.45,0,0,0,0,0,0,"N",-1,-2.2,0,0,0,0,0,0,0,0,0,0,0,0
"16057","5","10","71","0","2016","A","",976,8717,248377789,168986274,2029092,548,28494,"",0.96,0.75,0.63,1.02,1.00,0.83,0.83,"",28,3.0,205,2.4,5527053,2.3,6143843,3.8,-83697,-4.0,-1,-0.2,-36,-0.1
"16059","0","10","70","0","2016","A","",389,2373,75841163,32930475,455027,615,31959,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.0,95,4.2,5118834,7.2,3310598,11.2,15477,3.5,18,3.0,911,2.9
"16059","1","10","71","0","2016","A","",14,207,12486172,0,0,1158,60223,"",5.79,4.43,5.72,0.00,0.00,1.29,1.29,"",0,0.0,0,0.0,679778,5.8,0,0.0,0,0.0,62,5.7,3233,5.7
"16059","2","10","71","0","2016","A","",9,82,3641102,0,0,851,44269,"",3.25,1.07,1.40,0.00,0.00,1.30,1.30,"",0,0.0,0,0.0,-26951,-0.7,0,0.0,0,0.0,-12,-1.4,-600,-1.3
"16059","3","10","71","0","2016","A","",24,496,16792200,96736,802,651,33850,"",3.54,2.12,2.48,0.21,0.31,1.17,1.17,"",1,4.3,0,0.0,445184,2.7,1728,1.8,-195,-19.6,17,2.7,892,2.7
"16059","5","10","71","0","2016","A","",343,1587,42921689,32833739,454225,520,27039,"",0.91,0.79,0.67,1.02,1.00,0.85,0.85,"",4,1.2,94,6.3,4020823,10.3,3308870,11.2,15672,3.6,19,3.8,982,3.8
"16061","0","10","70","0","2016","A","",206,1597,49149125,30474222,436258,592,30768,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-1.0,-5,-0.3,793024,1.6,165805,0.5,-11411,-2.5,11,1.9,574,1.9
"16061","1","10","71","0","2016","A","",7,60,3584706,0,0,1144,59497,"",5.47,1.91,2.53,0.00,0.00,1.32,1.32,"",0,0.0,8,15.4,441648,14.1,0,0.0,0,0.0,-26,-2.2,-1336,-2.2
"16061","2","10","71","0","2016","A","",5,47,1835931,0,0,758,39412,"",3.41,0.91,1.09,0.00,0.00,1.20,1.20,"",0,0.0,-3,-6.0,-120467,-6.2,0,0.0,0,0.0,9,1.2,479,1.2
"16061","3","10","71","0","2016","A","",21,345,8407575,2010756,19111,469,24405,"",5.85,2.19,1.92,4.81,7.70,0.88,0.88,"",0,0.0,17,5.2,110397,1.3,62364,3.2,-973,-4.8,-18,-3.7,-904,-3.6
"16061","5","10","71","0","2016","A","",173,1146,35320913,28463466,417147,593,30819,"",0.87,0.84,0.85,0.95,0.96,1.00,1.00,"",-3,-1.7,-26,-2.2,361446,1.0,103441,0.4,-10438,-2.4,19,3.3,984,3.3
"16063","0","10","70","0","2016","A","",156,1495,49869846,27866425,344412,641,33350,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,2.6,5,0.3,1143343,2.3,846361,3.1,-27397,-7.4,12,1.9,655,2.0
"16063","1","10","71","0","2016","A","",5,77,4374160,0,0,1088,56562,"",5.16,2.62,3.05,0.00,0.00,1.16,1.16,"",0,0.0,-2,-2.5,-87262,-2.0,0,0.0,0,0.0,5,0.5,266,0.5
"16063","2","10","71","0","2016","A","N",6,0,0,0,0,0,0,"N",5.40,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"16063","3","10","71","0","2016","A","N",19,0,0,0,0,0,0,"N",6.99,0,0,0,0,0,0,"N",1,5.6,0,0,0,0,0,0,0,0,0,0,0,0
"16063","5","10","71","0","2016","A","",126,1039,34241166,27204895,327592,634,32953,"",0.83,0.82,0.81,1.00,0.96,0.99,0.99,"",3,2.4,-9,-0.9,751293,2.2,766277,2.9,-27099,-7.6,19,3.1,982,3.1
"16065","0","10","70","0","2016","A","",979,14741,431569878,208585223,2436700,563,29276,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,2.9,830,6.0,15534587,3.7,15243619,7.9,15192,0.6,-12,-2.1,-632,-2.1
"16065","1","10","71","0","2016","A","",6,57,2826338,0,0,956,49730,"",0.99,0.20,0.23,0.00,0.00,1.16,1.16,"",0,0.0,0,0.0,-52009,-1.8,0,0.0,0,0.0,-15,-1.5,-767,-1.5
"16065","2","10","71","0","2016","A","",8,50,2827782,0,0,1097,57031,"",1.15,0.11,0.19,0.00,0.00,1.83,1.83,"",0,0.0,-1,-2.0,15876,0.6,0,0.0,0,0.0,31,2.9,1624,2.9
"16065","3","10","71","0","2016","A","",28,1986,65004381,50238,315,630,32737,"",1.64,1.36,1.69,0.02,0.02,1.24,1.24,"",0,0.0,53,2.7,3659605,6.0,324,0.6,-87,-21.6,20,3.3,1001,3.2
"16065","5","10","71","0","2016","A","",937,12649,360911377,208534985,2436385,549,28532,"",0.99,1.01,0.99,1.02,1.01,0.98,0.98,"",28,3.1,779,6.6,11911115,3.4,15243295,7.9,15279,0.6,-16,-2.8,-870,-3.0
"16067","0","10","70","0","2016","A","",572,7708,275715774,180236349,2125263,688,35770,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.4,146,1.9,10379939,3.9,12593385,7.5,811,0.0,13,1.9,680,1.9
"16067","1","10","71","0","2016","A","",8,82,5027064,0,0,1181,61431,"",2.25,0.54,0.63,0.00,0.00,1.17,1.17,"",-1,-11.1,-2,-2.4,-58624,-1.2,0,0.0,0,0.0,22,1.9,1186,2.0
"16067","2","10","71","0","2016","A","",7,31,2107841,0,0,1322,68734,"",1.72,0.12,0.22,0.00,0.00,1.80,1.80,"",0,0.0,0,0.0,-102889,-4.7,0,0.0,0,0.0,-49,-3.6,-2580,-3.6
"16067","3","10","71","0","2016","A","",28,1281,36815926,2125058,14003,553,28731,"",2.81,1.68,1.50,0.86,1.16,0.89,0.89,"",-1,-3.4,-21,-1.6,1607317,4.6,92350,4.5,-1322,-8.6,33,6.3,1694,6.3
"16067","5","10","71","0","2016","A","",529,6314,231764943,178111291,2111260,706,36706,"",0.95,0.96,0.99,1.01,1.00,1.03,1.03,"",10,1.9,170,2.8,8934135,4.0,12501035,7.5,2133,0.1,9,1.3,438,1.2
"16069","0","10","70","0","2016","A","",1222,21353,852729550,461884397,4848381,768,39935,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.2,577,2.8,39738616,4.9,24700336,5.6,-65645,-1.3,15,2.0,804,2.1
"16069","1","10","71","0","2016","A","",18,197,11677005,0,0,1137,59149,"",2.37,0.47,0.48,0.00,0.00,1.01,1.01,"",0,0.0,-3,-1.5,21643,0.2,0,0.0,0,0.0,14,1.2,775,1.3
"16069","2","10","71","0","2016","A","",25,1099,42797358,0,0,749,38951,"",2.87,1.60,1.46,0.00,0.00,0.91,0.91,"",0,0.0,18,1.7,578015,1.4,0,0.0,0,0.0,-2,-0.3,-117,-0.3
"16069","3","10","71","0","2016","A","",37,2552,97532605,23484668,293278,735,38219,"",1.74,1.21,1.28,3.71,10.64,1.06,1.06,"",0,0.0,43,1.7,2085659,2.2,401124,1.7,-24007,-7.6,3,0.4,173,0.5
"16069","5","10","71","0","2016","A","",1143,17505,700722582,438399729,4555103,770,40031,"",0.97,0.97,0.97,0.97,0.95,1.00,1.00,"",4,0.4,518,3.0,37053299,5.6,24299212,5.9,-41638,-0.9,19,2.5,962,2.5
"16071","0","10","70","0","2016","A","",131,1165,29769935,15444928,171126,491,25554,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,2.3,64,5.8,2613261,9.6,1304306,9.2,7871,4.8,17,3.6,892,3.6
"16071","1","10","71","0","2016","A","",4,19,838062,0,0,834,43348,"",4.91,0.83,0.98,0.00,0.00,1.16,1.16,"",0,0.0,0,0.0,-87638,-9.5,0,0.0,0,0.0,-87,-9.4,-4533,-9.5
"16071","2","10","71","0","2016","A","N",2,0,0,0,0,0,0,"N",2.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"16071","3","10","71","0","2016","A","N",11,0,0,0,0,0,0,"N",4.82,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0
"16071","5","10","71","0","2016","A","",114,735,18885113,15337749,169607,494,25700,"",0.90,0.74,0.75,1.01,1.00,1.01,1.01,"",3,2.7,61,9.1,2460854,15.0,1269943,9.0,6682,4.1,26,5.6,1341,5.5
"16073","0","10","70","0","2016","A","",293,3090,98809318,59537112,738237,615,31976,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.4,27,0.9,2075728,2.1,2434585,4.3,-36559,-4.7,8,1.3,396,1.3
"16073","1","10","71","0","2016","A","",9,45,2475600,0,0,1048,54509,"",4.94,0.74,0.87,0.00,0.00,1.17,1.17,"",0,0.0,0,0.0,246690,11.1,0,0.0,0,0.0,85,8.8,4421,8.8
"16073","2","10","71","0","2016","A","",6,36,1219398,0,0,656,34109,"",2.87,0.36,0.36,0.00,0.00,1.00,1.00,"",0,0.0,4,12.5,132360,12.2,0,0.0,0,0.0,-6,-0.9,-309,-0.9
"16073","3","10","71","0","2016","A","",33,610,15413821,750710,8645,486,25258,"",6.46,2.00,1.75,0.92,2.06,0.87,0.87,"",0,0.0,12,2.0,607417,4.1,-15102,-2.0,-1142,-11.7,10,2.1,488,2.0
"16073","5","10","71","0","2016","A","",245,2399,79700499,58786402,729592,639,33227,"",0.86,0.91,0.95,1.01,0.99,1.04,1.04,"",4,1.7,10,0.4,1089261,1.4,2449687,4.3,-35417,-4.6,6,0.9,326,1.0
"16075","0","10","70","0","2016","A","",591,6151,209663124,129202606,1793414,655,34085,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,1.2,14,0.2,-2655382,-1.3,2151222,1.7,-96557,-5.1,-10,-1.5,-510,-1.5
"16075","1","10","71","0","2016","A","",4,31,1360269,0,0,833,43298,"",1.09,0.26,0.23,0.00,0.00,0.87,0.87,"",0,0.0,1,3.3,99450,7.9,0,0.0,0,0.0,27,3.3,1387,3.3
"16075","2","10","71","0","2016","A","",11,54,4322750,0,0,1539,80051,"",2.61,0.27,0.60,0.00,0.00,2.20,2.20,"",0,0.0,-2,-3.6,-81114,-1.8,0,0.0,0,0.0,15,1.0,821,1.0
"16075","3","10","71","0","2016","A","",30,982,26385533,323382,5284,517,26865,"",2.91,1.62,1.41,0.18,0.52,0.87,0.87,"",0,0.0,22,2.3,848810,3.3,-14871,-4.4,-794,-13.1,5,1.0,250,0.9
"16075","5","10","71","0","2016","A","",546,5084,177594572,128879224,1788130,672,34934,"",0.95,0.97,1.00,1.02,1.00,1.03,1.03,"",7,1.3,-8,-0.2,-3522528,-1.9,2166093,1.7,-95763,-5.1,-12,-1.8,-634,-1.8
"16077","0","10","70","0","2016","A","",233,3252,130821539,80938237,1033667,774,40228,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.4,-53,-1.6,1372146,1.1,69248,0.1,-109176,-9.6,21,2.8,1063,2.7
"16077","1","10","71","0","2016","A","",6,23,978556,0,0,815,42392,"",4.14,0.36,0.26,0.00,0.00,0.72,0.72,"",0,0.0,2,9.5,63064,6.9,0,0.0,0,0.0,-7,-0.9,-355,-0.8
"16077","2","10","71","0","2016","A","",5,28,1361706,0,0,952,49517,"",3.01,0.27,0.30,0.00,0.00,1.15,1.15,"",0,0.0,0,0.0,-9082,-0.7,0,0.0,0,0.0,24,2.6,1278,2.6
"16077","3","10","71","0","2016","A","",25,567,16721386,1288637,9958,567,29500,"",6.16,1.77,1.43,1.16,1.69,0.81,0.81,"",0,0.0,7,1.2,501304,3.1,44526,3.6,-2114,-17.5,10,1.8,518,1.8
"16077","5","10","71","0","2016","A","",197,2635,111759891,79649600,1023709,816,42420,"",0.87,0.95,1.01,1.00,1.00,1.06,1.06,"",-1,-0.5,-61,-2.3,816860,0.7,24722,0.0,-107062,-9.5,25,3.2,1265,3.1
"16079","0","10","70","0","2016","A","",413,4582,187823672,96343995,1304594,788,40991,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-8,-0.2,-10463324,-5.3,-217814,-0.2,-149116,-10.3,-43,-5.2,-2213,-5.1
